gene,rna_lfc,rna_p,prot_lfc,prot_p,gwas_p,concordant,gwas_p_floored,transcriptomic,proteomic,genomic,score
FARSB,-1.21,0.00415,-0.068381198,2.1e-07,6e-07,True,6e-07,1.21,0.068381198,6.221848749616356,2.5000766492054516
CHN2,-1.34,0.0108,-0.00506925,1.0,7e-07,True,7e-07,1.34,0.00506925,6.154901959985743,2.4999904033285807
MTMR14,-1.48,0.0528,-0.012339804,0.990327159,1e-06,True,1e-06,1.48,0.012339804,6.0,2.4974466013333334
SORCS3,0.709,0.07,-0.066031403,8.64e-06,2e-07,False,2e-07,0.709,0.066031403,6.698970004336019,2.4913338024453395
SH3RF1,-1.21,0.0099,-0.039689048,0.033883442,6e-07,True,6e-07,1.21,0.039689048,6.221848749616356,2.4905125992054518
GNG2,0.716,0.17,-0.052921433,0.013418585,2e-07,False,2e-07,0.716,0.052921433,6.698970004336019,2.489297145778673
EXOC7,1.45,0.0252,-0.015498395,0.025299882,1e-06,False,1e-06,1.45,0.015498395,6.0,2.488499465
GGACT,-1.4,0.0987,0.005847876,1.0,9e-07,False,9e-07,1.4,0.005847876,6.045757490560675,2.483868455520225
FUT8,1.7,0.0194,-0.011396266,1.0,2e-06,False,2e-06,1.7,0.011396266,5.698970004336019,2.4701220901120062
SLC4A8,0.791,0.103,-0.093930158,4.21e-10,3e-07,False,3e-07,0.791,0.093930158,6.522878745280337,2.4692696344267793
CHD2,0.663,0.0474,-0.025551083,0.298432704,2e-07,False,2e-07,0.663,0.025551083,6.698970004336019,2.462507029112006
APBA1,-0.828,0.164,0.015797537,0.101766685,3e-07,False,3e-07,0.828,0.015797537,6.522878745280337,2.4555587607601126
NAPEPLD,-0.915,0.0323,0.053101712,0.000522867,4e-07,False,4e-07,0.915,0.053101712,6.3979400086720375,2.4553472402240124
TMEM178B,1.8,0.0162,-0.042218485,0.035768824,3e-06,False,3e-06,1.8,0.042218485,5.522878745280337,2.4550324100934455
FRMPD4,0.636,0.132,-0.004901202,1.0,2e-07,False,2e-07,0.636,0.004901202,6.698970004336019,2.4466237354453395
HECW1,-1.31,0.0348,0.013026668,0.17067337,1e-06,False,1e-06,1.31,0.013026668,6.0,2.4410088893333333
SLC38A1,0.782,0.0726,0.013258707,1.0,3e-07,True,3e-07,0.782,0.013258707,6.522878745280337,2.4393791507601126
DSCAML1,-0.306,0.534,-0.008745368,1.0,1e-07,True,1e-07,0.306,0.008745368,7.0,2.4382484559999997
BMPER,-0.246,0.838,0.062459707,0.039606733,1e-07,False,1e-07,0.246,0.062459707,7.0,2.436153235666666
MVD,1.14,0.127,-0.001740458,1.0,7e-07,False,7e-07,1.14,0.001740458,6.154901959985743,2.4322141393285808
RNF130,2.17,0.0165,0.022299945,0.868682892,8e-06,True,8e-06,2.17,0.022299945,5.096910013008056,2.429736652669352
ARFGEF2,0.727,0.0997,-0.016509252,0.035960311,3e-07,False,3e-07,0.727,0.016509252,6.522878745280337,2.422129332426779
PRRC2C,-1.2,0.00376,0.003956917,0.996016841,9e-07,False,9e-07,1.2,0.003956917,6.045757490560675,2.4165714691868914
REEP3,-0.488,0.313,0.061392527,0.038796717,2e-07,False,2e-07,0.488,0.061392527,6.698970004336019,2.416120843778673
CNTNAP5,-1.0,0.0633,-0.025187879,0.032680681,6e-07,True,6e-07,1.0,0.025187879,6.221848749616356,2.415678876205452
RBFOX3,-1.88,0.0285,0.046526658,0.001328962,5e-06,False,5e-06,1.88,0.046526658,5.301029995663981,2.409185551221327
FARP1,-1.17,0.0589,0.00595654,1.0,9e-07,False,9e-07,1.17,0.00595654,6.045757490560675,2.4072380101868913
MAP4K4,-1.86,0.0103,0.04211686,0.29248998,5e-06,False,5e-06,1.86,0.04211686,5.301029995663981,2.4010489518879936
GRIN2B,-1.62,0.000187,-0.044033838,7.8e-05,3e-06,True,3e-06,1.62,0.044033838,5.522878745280337,2.3956375277601123
UNC13A,1.44,0.00132,-0.045053269,3.53e-06,2e-06,False,2e-06,1.44,0.045053269,5.698970004336019,2.3946744244453395
GGA3,-2.14,1.31e-05,-0.0326527,1.84e-05,1e-05,True,1e-05,2.14,0.0326527,5.0,2.3908842333333333
FCER1G,1.41,0.27,-0.05783396,0.352908633,2e-06,False,2e-06,1.41,0.05783396,5.698970004336019,2.388934654778673
MAD1L1,1.11,0.239,0.051149391,0.00015985,1e-06,True,1e-06,1.11,0.051149391,6.0,2.387049797
ERBB4,-1.63,0.0886,-0.005960442,0.671604147,3e-06,True,3e-06,1.63,0.005960442,5.522878745280337,2.3862797290934457
PHACTR2,-1.06,0.0218,-0.034146738,0.024843743,9e-07,True,9e-07,1.06,0.034146738,6.045757490560675,2.3799680761868913
NDUFA12,0.691,0.212,-0.046037899,3.97e-05,4e-07,False,4e-07,0.691,0.046037899,6.3979400086720375,2.3783259692240124
PARVB,-0.825,0.311,0.008598835,1.0,5e-07,False,5e-07,0.825,0.008598835,6.301029995663981,2.378209610221327
NBEA,0.598,0.245,-0.008598331,0.43670392,3e-07,False,3e-07,0.598,0.008598331,6.522878745280337,2.3764923587601126
GPR180,-1.89,0.0489,-0.016470313,0.828895094,6e-06,True,6e-06,1.89,0.016470313,5.221848749616356,2.3761063542054517
SPOCK1,1.8,0.00198,0.173260836,6.39e-20,7e-06,True,7e-06,1.8,0.173260836,5.154901959985743,2.3760542653285808
PCDH11X,0.41,0.715,-0.017462373,1.0,2e-07,False,2e-07,0.41,0.017462373,6.698970004336019,2.3754774591120063
HERC2,-0.0903,0.817,0.028921689,0.0033675,1e-07,False,1e-07,0.0903,0.028921689,7.0,2.373073896333333
DCLK2,-0.925,0.357,-0.00976411,0.667490193,7e-07,True,7e-07,0.925,0.00976411,6.154901959985743,2.363222023328581
MPZL1,-1.04,0.116,-0.005541879,1.0,1e-06,True,1e-06,1.04,0.005541879,6.0,2.3485139596666667
MEGF10,-0.894,0.116,0.028844418,0.349887867,8e-07,False,8e-07,0.894,0.028844418,6.096910013008056,2.339918143669352
CADPS2,-0.879,0.18,-0.038167265,0.000319647,8e-07,True,8e-07,0.879,0.038167265,6.096910013008056,2.3380257593360185
CPNE8,-0.941,0.238,-0.028937396,0.098174197,1e-06,True,1e-06,0.941,0.028937396,6.0,2.3233124653333332
HSPG2,0.813,0.0936,-0.050991593,0.05996667,8e-07,False,8e-07,0.813,0.050991593,6.096910013008056,2.3203005353360187
ARAP2,0.536,0.64,-0.02271492,0.340590762,4e-07,False,4e-07,0.536,0.02271492,6.3979400086720375,2.3188849762240125
CAMSAP1,0.886,0.0365,-0.04736841,5.4e-11,1e-06,False,1e-06,0.886,0.04736841,6.0,2.3111228033333333
KRT5,0.469,0.703,0.066085891,0.451303206,4e-07,True,4e-07,0.469,0.066085891,6.3979400086720375,2.3110086332240125
ANO3,0.617,0.0858,-0.003218813,1.0,5e-07,False,5e-07,0.617,0.003218813,6.301029995663981,2.307082936221327
DMXL1,-0.824,0.0835,-0.034984389,2.33e-07,9e-07,True,9e-07,0.824,0.034984389,6.045757490560675,2.3015806265202245
STX8,1.7,0.000665,0.044566227,4.34e-05,7e-06,True,7e-06,1.7,0.044566227,5.154901959985743,2.2998227289952475
SQSTM1,0.66,0.0426,0.080804379,0.000135433,7e-07,True,7e-07,0.66,0.080804379,6.154901959985743,2.298568779661914
COLGALT2,0.348,0.505,0.022696324,0.442649618,3e-07,True,3e-07,0.348,0.022696324,6.522878745280337,2.297858356426779
RASIP1,-0.632,0.406,0.010039445,0.566646896,6e-07,False,6e-07,0.632,0.010039445,6.221848749616356,2.287962731538785
CPNE4,0.394,0.667,-0.067212256,9.25e-09,4e-07,False,4e-07,0.394,0.067212256,6.3979400086720375,2.2863840882240125
CAMK4,-1.08,0.0217,-0.080026703,2.92e-08,2e-06,True,2e-06,1.08,0.080026703,5.698970004336019,2.286332235778673
PAK2,-1.53,0.0632,0.024545548,0.002363663,5e-06,False,5e-06,1.53,0.024545548,5.301029995663981,2.285191847887994
RIMBP2,-1.71,0.000998,-0.040354253,1.12e-05,8e-06,True,8e-06,1.71,0.040354253,5.096910013008056,2.2824214220026855
SLC7A2,-0.959,0.315,0.173361044,7.2e-06,2e-06,False,2e-06,0.959,0.173361044,5.698970004336019,2.2771103494453397
MAPK7,-0.815,0.404,0.013614083,1.0,1e-06,False,1e-06,0.815,0.013614083,6.0,2.2762046943333334
ENAH,0.809,0.049,-0.012562115,0.620770813,1e-06,False,1e-06,0.809,0.012562115,6.0,2.2738540383333334
CDH12,0.548,0.614,-0.040783248,0.046003044,6e-07,False,6e-07,0.548,0.040783248,6.221848749616356,2.2702106658721184
SORD,-1.06,0.146,0.044118259,0.008000494,2e-06,False,2e-06,1.06,0.044118259,5.698970004336019,2.2676960877786727
ASTN2,0.457,0.703,-0.041874377,0.000276379,5e-07,False,5e-07,0.457,0.041874377,6.301029995663981,2.2666347908879936
SCN8A,-1.55,0.000852,0.026287671,0.044535658,6e-06,False,6e-06,1.55,0.026287671,5.221848749616356,2.266045473538785
ARHGAP20,-0.605,0.57,-0.036765071,0.642977268,7e-07,True,7e-07,0.605,0.036765071,6.154901959985743,2.2655556769952474
OPTN,0.75,0.0477,0.038973231,0.726187857,1e-06,True,1e-06,0.75,0.038973231,6.0,2.262991077
CLPX,-0.372,0.276,-0.008704512,0.916898292,4e-07,True,4e-07,0.372,0.008704512,6.3979400086720375,2.259548173557346
SUSD5,-1.37,0.118,-0.009928447,0.598967022,4e-06,True,4e-06,1.37,0.009928447,5.3979400086720375,2.2592894852240124
PBX1,-1.22,0.000634,0.030002316,0.69338727,3e-06,False,3e-06,1.22,0.030002316,5.522878745280337,2.2576270204267788
CCDC85C,-1.06,0.0205,0.013487999,1.0,2e-06,False,2e-06,1.06,0.013487999,5.698970004336019,2.257486001112006
CNTNAP4,0.652,0.489,0.007981526,0.998844833,8e-07,True,8e-07,0.652,0.007981526,6.096910013008056,2.252297179669352
TPD52,1.02,0.148,0.034454937,0.222113245,2e-06,True,2e-06,1.02,0.034454937,5.698970004336019,2.2511416471120063
FAT3,-1.7,0.000548,0.002165917,1.0,9e-06,False,9e-06,1.7,0.002165917,5.045757490560675,2.249307802520225
VAT1L,0.268,0.562,0.080701256,0.000581314,4e-07,True,4e-07,0.268,0.080701256,6.3979400086720375,2.2488804215573457
FHOD3,1.04,0.00861,-0.004805204,1.0,2e-06,False,2e-06,1.04,0.004805204,5.698970004336019,2.2479250694453397
VSNL1,0.503,0.369,-0.017845406,0.427668369,6e-07,False,6e-07,0.503,0.017845406,6.221848749616356,2.247564718538785
CADPS,1.47,0.0111,-0.049578485,2.01e-08,6e-06,False,6e-06,1.47,0.049578485,5.221848749616356,2.2471424115387855
TNXB,-0.958,0.332,-0.071166032,0.018564713,2e-06,True,2e-06,0.958,0.071166032,5.698970004336019,2.242712012112006
STXBP6,1.32,0.238,-6.84e-05,0.996435957,4e-06,False,4e-06,1.32,6.84e-05,5.3979400086720375,2.2393361362240123
TFAP4,-1.52,0.0378,0.038296269,0.212008409,7e-06,False,7e-06,1.52,0.038296269,5.154901959985743,2.237732742995248
PTK7,-1.52,0.0687,-0.029821075,0.143598564,7e-06,True,7e-06,1.52,0.029821075,5.154901959985743,2.2349076783285806
PID1,0.677,0.154,0.024874151,0.987292314,1e-06,True,1e-06,0.677,0.024874151,6.0,2.2339580503333334
GATAD2A,-0.58,0.154,0.020749872,0.432241496,8e-07,False,8e-07,0.58,0.020749872,6.096910013008056,2.232553295002685
DGKI,-0.111,0.844,-0.063537995,2.29e-10,3e-07,True,3e-07,0.111,0.063537995,6.522878745280337,2.2324722467601124
RASSF8,-1.18,0.187,0.117868054,6.66e-06,4e-06,False,4e-06,1.18,0.117868054,5.3979400086720375,2.231936020890679
AKR7A3,-1.28,0.0279,0.007535077,1.0,4e-06,False,4e-06,1.28,0.007535077,5.3979400086720375,2.228491695224012
ABLIM2,-1.13,0.133,-0.029855578,0.043336964,3e-06,True,3e-06,1.13,0.029855578,5.522878745280337,2.2275781077601122
GABBR2,1.25,0.000576,-0.031996612,0.000732679,4e-06,False,4e-06,1.25,0.031996612,5.3979400086720375,2.226645540224012
ARIH1,1.45,0.0581,-0.00169167,1.0,6e-06,False,6e-06,1.45,0.00169167,5.221848749616356,2.224513473205452
NECAB1,-0.397,0.602,-0.051680263,0.000444163,6e-07,True,6e-07,0.397,0.051680263,6.221848749616356,2.2235096708721183
RAP1A,0.56,0.0782,-0.012805808,1.0,8e-07,False,8e-07,0.56,0.012805808,6.096910013008056,2.2232386070026853
SFT2D2,-1.02,0.00793,0.118944379,3.66e-05,3e-06,False,3e-06,1.02,0.118944379,5.522878745280337,2.2206077080934454
TRIP4,0.241,0.534,0.019728249,0.635229831,4e-07,True,4e-07,0.241,0.019728249,6.3979400086720375,2.2195560858906793
AHCYL1,-0.547,0.114,-0.102285508,8.3e-13,1e-06,True,1e-06,0.547,0.102285508,6.0,2.2164285026666666
CENPE,-0.0963,0.951,-0.025762519,0.262307305,3e-07,True,3e-07,0.0963,0.025762519,6.522878745280337,2.214980421426779
RNF220,0.0946,0.83,0.023722505,0.180461201,3e-07,True,3e-07,0.0946,0.023722505,6.522878745280337,2.213733750093446
ADCY8,0.926,0.0146,-0.012823792,0.61650891,2e-06,False,2e-06,0.926,0.012823792,5.698970004336019,2.212597932112006
GATB,1.41,0.0349,-0.003564964,1.0,6e-06,False,6e-06,1.41,0.003564964,5.221848749616356,2.211804571205452
NQO2,0.806,0.0302,-0.11929604,0.021400807,2e-06,False,2e-06,0.806,0.11929604,5.698970004336019,2.2080886814453393
CCKBR,-1.5,0.108,-0.02421324,0.800021656,8e-06,True,8e-06,1.5,0.02421324,5.096910013008056,2.207041084336019
MKKS,1.41,0.000572,-0.050419047,2.87e-05,7e-06,False,7e-06,1.41,0.050419047,5.154901959985743,2.205107002328581
IGSF3,0.277,0.784,-0.021155845,0.587865056,5e-07,False,5e-07,0.277,0.021155845,6.301029995663981,2.1997286135546603
NMD3,1.14,0.0571,0.04022239,0.001550684,4e-06,True,4e-06,1.14,0.04022239,5.3979400086720375,2.1927207995573457
RAPGEF6,-0.345,0.356,-0.009821358,0.755806034,6e-07,True,6e-07,0.345,0.009821358,6.221848749616356,2.192223369205452
TCF4,-1.45,0.000355,-0.02311258,1.0,8e-06,True,8e-06,1.45,0.02311258,5.096910013008056,2.1900075310026854
PDCD4,-0.807,0.556,0.055796827,0.000242932,2e-06,False,2e-06,0.807,0.055796827,5.698970004336019,2.1872556104453396
AGBL1,-0.142,0.904,0.010754685,1.0,4e-07,False,4e-07,0.142,0.010754685,6.3979400086720375,2.183564897890679
KCNN2,-0.495,0.401,-0.005654849,1.0,9e-07,True,9e-07,0.495,0.005654849,6.045757490560675,2.182137446520225
MAP2K5,-1.25,0.155,-0.073234128,0.01813894,6e-06,True,6e-06,1.25,0.073234128,5.221848749616356,2.1816942925387854
FEM1B,1.0,0.0467,0.014802807,1.0,3e-06,True,3e-06,1.0,0.014802807,5.522878745280337,2.1792271840934454
SNRK,0.358,0.334,-0.023985653,0.040932426,7e-07,False,7e-07,0.358,0.023985653,6.154901959985743,2.1789625376619144
RPS6KA2,-0.454,0.328,0.076897761,4.25e-15,1e-06,False,1e-06,0.454,0.076897761,6.0,2.176965920333333
PRRC2A,-0.827,0.0189,-0.002889331,1.0,2e-06,True,2e-06,0.827,0.002889331,5.698970004336019,2.176286445112006
SESTD1,0.8,0.0879,-0.027694783,0.007687228,2e-06,False,2e-06,0.8,0.027694783,5.698970004336019,2.175554929112006
DVL2,-1.12,0.0058,-0.007384934,1.0,4e-06,True,4e-06,1.12,0.007384934,5.3979400086720375,2.1751083142240124
TGFBR3,-1.42,0.049,-0.00522282,1.0,8e-06,True,8e-06,1.42,0.00522282,5.096910013008056,2.174044277669352
SDK2,-1.44,0.126,-0.032269321,0.07090254,9e-06,True,9e-06,1.44,0.032269321,5.045757490560675,2.172675603853558
GRIK3,-1.16,0.118,0.043099272,0.001384227,5e-06,False,5e-06,1.16,0.043099272,5.301029995663981,2.168043089221327
SGIP1,1.12,0.0803,-0.074399152,3.39e-12,5e-06,False,5e-06,1.12,0.074399152,5.301029995663981,2.165143049221327
PDE1A,-0.781,0.115,0.004938776,1.0,2e-06,False,2e-06,0.781,0.004938776,5.698970004336019,2.1616362601120063
IQGAP2,-1.35,0.19,0.030160358,0.326271818,8e-06,False,8e-06,1.35,0.030160358,5.096910013008056,2.1590234570026854
COL18A1,-0.359,0.551,-0.017146145,1.0,8e-07,True,8e-07,0.359,0.017146145,6.096910013008056,2.1576853860026852
AGAP1,-0.743,0.323,0.029553866,0.002176173,2e-06,False,2e-06,0.743,0.029553866,5.698970004336019,2.1571746234453393
CABLES1,-0.746,0.514,0.02441617,0.075088137,2e-06,False,2e-06,0.746,0.02441617,5.698970004336019,2.156462058112006
CHRM3,-0.989,0.089,0.082280858,0.010861642,4e-06,False,4e-06,0.989,0.082280858,5.3979400086720375,2.1564069555573457
DLC1,-0.974,0.142,-0.085020738,0.004718438,4e-06,True,4e-06,0.974,0.085020738,5.3979400086720375,2.152320248890679
SBF2,-0.914,0.00787,0.017335847,0.156632217,3e-06,False,3e-06,0.914,0.017335847,5.522878745280337,2.1514048640934456
NDUFAF7,-0.813,0.0329,-0.078504331,3.39e-06,3e-06,True,3e-06,0.813,0.078504331,5.522878745280337,2.1381276920934456
FGGY,1.1,0.178,0.011585971,1.0,5e-06,True,5e-06,1.1,0.011585971,5.301029995663981,2.1375386555546605
RHBDF1,-0.658,0.469,0.048959524,0.037323332,2e-06,False,2e-06,0.658,0.048959524,5.698970004336019,2.135309842778673
CCDC134,-0.325,0.729,-0.057190658,0.017569839,1e-06,True,1e-06,0.325,0.057190658,6.0,2.127396886
HDAC9,0.582,0.492,-0.097956833,0.00708134,2e-06,False,2e-06,0.582,0.097956833,5.698970004336019,2.126308945778673
QKI,-0.959,0.00542,-0.015006271,0.684852488,4e-06,True,4e-06,0.959,0.015006271,5.3979400086720375,2.1239820932240123
PGPEP1,-0.618,0.287,0.040331033,0.132949131,2e-06,False,2e-06,0.618,0.040331033,5.698970004336019,2.119100345778673
STK24,0.903,0.0312,-0.027608272,0.000288538,4e-06,False,4e-06,0.903,0.027608272,5.3979400086720375,2.1095160935573456
SLC4A1AP,0.593,0.146,0.029124553,0.07116774,2e-06,True,2e-06,0.593,0.029124553,5.698970004336019,2.1070315191120064
MPP7,-1.23,0.123,0.037255552,5.34e-05,9e-06,False,9e-06,1.23,0.037255552,5.045757490560675,2.104337680853558
FAM107A,1.16,0.0575,0.055222985,0.348520464,8e-06,True,8e-06,1.16,0.055222985,5.096910013008056,2.104044332669352
PACS2,-1.17,0.0106,0.038177447,0.04654343,8e-06,False,8e-06,1.17,0.038177447,5.096910013008056,2.1016958200026856
PPIL2,0.983,0.129,0.095006224,1.26e-05,6e-06,True,6e-06,0.983,0.095006224,5.221848749616356,2.0999516578721185
MSH2,0.164,0.913,0.030487971,0.0234633,8e-07,True,8e-07,0.164,0.030487971,6.096910013008056,2.0971326613360186
LARP6,0.962,0.0297,-0.026312434,0.018914177,5e-06,False,5e-06,0.962,0.026312434,5.301029995663981,2.09644747655466
PDS5B,-0.518,0.263,0.069155649,2.06e-09,2e-06,False,2e-06,0.518,0.069155649,5.698970004336019,2.0953752177786726
NUMB,-0.933,0.212,-0.039839813,1.57e-05,5e-06,True,5e-06,0.933,0.039839813,5.301029995663981,2.091289936221327
STRADA,-0.251,0.499,0.017253992,0.126680014,1e-06,False,1e-06,0.251,0.017253992,6.0,2.0894179973333333
KSR2,-1.02,0.241,0.025471688,0.012831218,6e-06,False,6e-06,1.02,0.025471688,5.221848749616356,2.0891068125387853
PTPRM,0.841,0.034,0.002948756,1.0,4e-06,True,4e-06,0.841,0.002948756,5.3979400086720375,2.0806295882240122
PCDH9,-0.523,0.13,-0.015234437,0.048983138,2e-06,True,2e-06,0.523,0.015234437,5.698970004336019,2.079068147112006
TIAM2,-1.1,0.0309,0.03821726,0.006491456,8e-06,False,8e-06,1.1,0.03821726,5.096910013008056,2.078375757669352
PTPRO,1.12,0.043,0.017912294,1.0,8e-06,True,8e-06,1.12,0.017912294,5.096910013008056,2.0782741023360187
NBAS,0.903,0.00487,-0.024776219,0.000443911,5e-06,False,5e-06,0.903,0.024776219,5.301029995663981,2.076268738221327
MACROD2,-0.911,0.0285,0.014022391,0.560864698,5e-06,False,5e-06,0.911,0.014022391,5.301029995663981,2.07535079555466
ATP8A2,1.03,0.0181,0.035083542,0.003984023,7e-06,True,7e-06,1.03,0.035083542,5.154901959985743,2.073328500661914
GRM3,-1.05,0.139,-0.115191936,1.82e-18,9e-06,True,9e-06,1.05,0.115191936,5.045757490560675,2.070316475520225
SCFD2,0.476,0.202,-0.031793192,0.002905648,2e-06,False,2e-06,0.476,0.031793192,5.698970004336019,2.0689210654453394
TMOD1,1.18,0.0163,-0.02348867,0.049906488,1e-05,False,1e-05,1.18,0.02348867,5.0,2.0678295566666667
HDAC5,-0.777,0.413,-0.027608092,0.004610398,4e-06,True,4e-06,0.777,0.027608092,5.3979400086720375,2.0675160335573457
XPR1,0.875,0.133,0.022599124,0.399899518,5e-06,True,5e-06,0.875,0.022599124,5.301029995663981,2.0662097065546603
MKLN1,0.883,0.0271,-0.007430659,1.0,5e-06,False,5e-06,0.883,0.007430659,5.301029995663981,2.063820218221327
CTBP2,-0.469,0.25,-0.001953072,1.0,2e-06,True,2e-06,0.469,0.001953072,5.698970004336019,2.0566410254453396
RNF144A,0.789,0.445,-0.075181174,1.0,5e-06,False,5e-06,0.789,0.075181174,5.301029995663981,2.0550703898879936
SRBD1,-0.593,0.349,-0.04427236,0.181950484,3e-06,True,3e-06,0.593,0.04427236,5.522878745280337,2.0533837017601124
CTTNBP2,-0.00523,0.991,-0.05146206,0.000201118,8e-07,True,8e-07,0.00523,0.05146206,6.096910013008056,2.051200691002685
SORBS2,0.843,0.0505,-0.07067999,0.060419847,6e-06,False,6e-06,0.843,0.07067999,5.221848749616356,2.0451762465387855
GORAB,-0.0233,0.969,0.008559922,1.0,8e-07,False,8e-07,0.0233,0.008559922,6.096910013008056,2.0429233116693517
OPCML,0.394,0.5,-0.029592606,0.009756291,2e-06,False,2e-06,0.394,0.029592606,5.698970004336019,2.0408542034453396
PRKAR2A,-0.894,0.0398,-0.006060619,0.621732012,6e-06,True,6e-06,0.894,0.006060619,5.221848749616356,2.040636456205452
NARS2,0.578,0.155,0.012263767,0.622156208,3e-06,True,3e-06,0.578,0.012263767,5.522878745280337,2.037714170760112
ALDH4A1,0.548,0.596,-0.03896426,0.159430926,3e-06,False,3e-06,0.548,0.03896426,5.522878745280337,2.0366143350934456
AKR1C3,0.78,0.272,0.022484223,0.178424134,5e-06,True,5e-06,0.78,0.022484223,5.301029995663981,2.0345047395546603
SPP1,-0.496,0.56,0.20956364,3.01e-06,4e-06,False,4e-06,0.496,0.20956364,5.3979400086720375,2.034501216224012
EPHA5,-0.354,0.609,-0.050139676,0.006421821,2e-06,True,2e-06,0.354,0.050139676,5.698970004336019,2.0343698934453394
SYNGAP1,-0.924,0.015,-0.078225744,3.91e-11,8e-06,True,8e-06,0.924,0.078225744,5.096910013008056,2.0330452523360187
PTN,-0.878,0.119,0.174608888,6.86e-07,9e-06,False,9e-06,0.878,0.174608888,5.045757490560675,2.032788792853558
ANTXR1,-0.683,0.418,0.003019287,0.897288732,4e-06,False,4e-06,0.683,0.003019287,5.3979400086720375,2.027986431890679
CACNA2D3,0.373,0.485,-0.009311488,0.753373447,2e-06,False,2e-06,0.373,0.009311488,5.698970004336019,2.027093830778673
AKAP1,-0.898,0.264,-0.013390102,0.259735016,7e-06,True,7e-06,0.898,0.013390102,5.154901959985743,2.022097353995248
COL23A1,0.729,0.333,-0.113337843,1.0,6e-06,False,6e-06,0.729,0.113337843,5.221848749616356,2.0213955308721188
SHISA6,-0.273,0.773,-0.08610032,0.001500101,2e-06,True,2e-06,0.273,0.08610032,5.698970004336019,2.019356774778673
CDH4,-0.651,0.153,-0.006983157,0.948242996,4e-06,True,4e-06,0.651,0.006983157,5.3979400086720375,2.018641055224012
ENOPH1,0.522,0.336,0.009833096,0.744148469,3e-06,True,3e-06,0.522,0.009833096,5.522878745280337,2.0182372804267787
PRKCH,-0.734,0.479,0.164298427,0.002629723,7e-06,False,7e-06,0.734,0.164298427,5.154901959985743,2.017733462328581
GABRB3,-0.792,0.0416,-0.033461811,0.00013001,6e-06,True,6e-06,0.792,0.033461811,5.221848749616356,2.0157701868721185
UBR5,-0.627,0.0835,0.018788255,0.665596496,4e-06,False,4e-06,0.627,0.018788255,5.3979400086720375,2.014576087890679
C2orf88,-0.918,0.376,0.055448562,0.001900741,9e-06,False,9e-06,0.918,0.055448562,5.045757490560675,2.006402017520225
QDPR,0.414,0.536,0.076438454,0.005819528,3e-06,True,3e-06,0.414,0.076438454,5.522878745280337,2.004439066426779
PUS1,0.541,0.326,-0.052618353,2.57e-05,4e-06,False,4e-06,0.541,0.052618353,5.3979400086720375,1.9971861205573456
FAM124A,-0.789,0.543,0.044876609,0.077756669,7e-06,False,7e-06,0.789,0.044876609,5.154901959985743,1.9962595229952476
RGS17,0.628,0.126,0.059210813,0.000495573,5e-06,True,5e-06,0.628,0.059210813,5.301029995663981,1.9960802695546604
TRIP6,0.215,0.834,0.071323172,0.000403907,2e-06,True,2e-06,0.215,0.071323172,5.698970004336019,1.9950977254453395
EFR3A,-0.44,0.319,0.010111236,0.493990373,3e-06,False,3e-06,0.44,0.010111236,5.522878745280337,1.990996660426779
DEPTOR,-0.663,0.239,0.007578282,1.0,5e-06,False,5e-06,0.663,0.007578282,5.301029995663981,1.9905360925546605
DYNLT1,0.254,0.417,0.018579161,0.986459152,2e-06,True,2e-06,0.254,0.018579161,5.698970004336019,1.9905163884453394
COG5,-0.886,0.0203,-0.031648533,0.002521598,9e-06,True,9e-06,0.886,0.031648533,5.045757490560675,1.987802007853558
BDH1,0.332,0.384,-0.101261229,2.77e-08,3e-06,False,3e-06,0.332,0.101261229,5.522878745280337,1.985379991426779
PUF60,0.426,0.163,-0.002227741,1.0,3e-06,False,3e-06,0.426,0.002227741,5.522878745280337,1.9837021620934456
CNTN4,-0.867,0.318,-0.015064509,0.752947683,9e-06,True,9e-06,0.867,0.015064509,5.045757490560675,1.9759406665202248
CTIF,-0.76,0.163,-0.00977702,1.0,7e-06,True,7e-06,0.76,0.00977702,5.154901959985743,1.9748929933285808
USP13,-0.372,0.711,-0.014036343,0.917782277,3e-06,True,3e-06,0.372,0.014036343,5.522878745280337,1.9696383627601124
VAV2,-0.8,0.525,0.063087684,0.006124465,9e-06,False,9e-06,0.8,0.063087684,5.045757490560675,1.9696150581868914
RCBTB1,-0.582,0.126,0.018997847,1.0,5e-06,False,5e-06,0.582,0.018997847,5.301029995663981,1.967342614221327
UBE2R2,-0.35,0.345,0.024108673,0.059655887,3e-06,False,3e-06,0.35,0.024108673,5.522878745280337,1.9656624727601124
KCNH5,-0.324,0.73,-0.042334056,0.490352695,3e-06,True,3e-06,0.324,0.042334056,5.522878745280337,1.9630709337601124
SH3RF3,0.73,0.0247,-0.04472183,0.039910142,8e-06,False,8e-06,0.73,0.04472183,5.096910013008056,1.9572106143360188
DEK,-0.258,0.708,0.073893005,7.83e-08,3e-06,False,3e-06,0.258,0.073893005,5.522878745280337,1.951590583426779
GGPS1,-0.596,0.139,0.024968912,0.057691437,6e-06,False,6e-06,0.596,0.024968912,5.221848749616356,1.947605887205452
TBC1D13,0.659,0.104,-0.024795234,0.029281171,7e-06,False,7e-06,0.659,0.024795234,5.154901959985743,1.9462323979952476
DNER,0.0837,0.911,0.048136007,0.034791934,2e-06,True,2e-06,0.0837,0.048136007,5.698970004336019,1.9436020037786728
